aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23860,655.39,84476,84476,80734,165,0,7900,83560,54450,1209600,1424,0,16,0,34628.16,0,18629.76,0,64,0,0,0,3990,21712,12746,15756,44,8,0,8,20,84476,1502,62,56,810,1430,11110,37270,2010,6,0,8,12,34570,19904,0,0,0,0,36872,188,144,0,0,0,0,0,0,0,0,736,64,8,0,0,868,168,540,54,0,0,0,0,0,303.82,160,19866,7446,2058,950,1580,1250,3104,17778,224,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310700,22580,2055.73,143876,143876,155472,405,2620,14182,143560,129248,1209600,0,,,,107428.8,0,19118.4,,,0,0,7218,75934,44368,1402,258,68,0,0,,0,143876,2670,18,1150,7784,4672,96840,15612,500,2,0,,,,,,,,,,80,40,0,0,0,0,0,0,0,0,494,428,136,0,0,2358,364,490620,50418,0,0,0,0,1055740,,,22752,11228,8226,4000,9914,73004,124,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74340,1822.92,300382,300382,298840,716,0,29456,299320,229198,1209600,2198,4,12,0,98040.96,0,129900.48,8,116,0,962,131648,84400,10040,2016,98,34,0,0,6,10,300382,1238,38,12420,65888,46272,101512,1830,0,0,0,50,12,100410,16344,0,4,0,0,100930,252,50,0,0,0,0,0,0,0,0,1440,478,88,2130,766,1800,348,367780,36776,7706,250,0,0,822960,152.44,176,132004,10592,8442,12102,27634,25894,6674,5832,24,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166180,211220,142251.4,8464322,8464322,8468698,47582,1584,110440,1191640,7841642,1209600,0,,,,7244637.12,0,587465.28,66,1310,0,68198,1928300,3861472,1442226,454002,70726,15016,1686,16,,0,8464322,13956,1744,22584,502556,301356,2526920,4366946,105304,276,0,,,,,,,,,,4804,106,0,0,0,0,0,0,0,0,48788,77550,10662,26272052,2737538,323632,35098,13231120,1341034,8371548,168932,0,14,52251390,3695.08,3566,636510,1148246,753410,287708,529480,561618,769344,3074420,80906,0,0,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47340,41069.08,2849844,2849844,2857122,19737,302,39020,424100,2743120,1209600,81288,0,116,0,2412955.2,0,328128,0,0,0,0,0,138612,1147540,1287462,149636,15378,4294,198,38,44,2849844,4652,592,51598,150172,116710,1610984,786680,21640,92,0,1380,500,2287112,52498,56,87396,0,0,2444026,1768,70,0,0,0,0,0,0,0,0,19486,31642,6490,0,0,80338,14172,116620,15050,0,0,0,0,1625840,1052,1258,344908,497256,369992,190992,538770,488060,168972,90656,53436,78,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71180,28255.84,1834606,1834606,1805930,10794,42824,59208,619500,1751686,1209600,0,,,,1599699.84,0,148103.04,,,0,0,0,32086,723118,852416,128612,12694,2752,8,,0,1834606,3562,408,80336,72156,171544,1352628,69782,1268,2,0,,,,,,,,,,1294,106,0,0,0,0,0,0,0,0,11848,33476,6226,0,0,90916,13760,4428600,509754,0,0,0,0,1302290,,,160214,288078,229550,119190,293320,378638,218518,54306,9872,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310700,101700,17018.25,1797076,1797076,1792670,6544,4098,56862,585060,1702198,1209600,52654,0,216,0,1096490.88,412884.48,190742.4,,,0,6,2756,342680,985804,347708,20292,2404,548,0,34,42,1797076,1890,200,530030,94864,393632,677852,3730,0,0,0,250,74,806362,208308,0,38,0,0,1109362,2228,1162,0,0,220,413074,0,0,0,0,10806,11476,1970,0,0,70554,9942,1464860,229372,0,0,0,0,6794270,,,617756,274222,263120,102358,132248,263282,43986,4380,846,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227720,13080,82970.91,6163122,6163122,6138858,36108,18540,120162,92880,5594108,1209600,154824,2,122,0,4819914.24,0,767231.04,0,0,0,1282,43516,684604,1758808,2212742,829102,53036,10140,878,2,6,6163122,10488,1350,24624,308144,452386,4091518,681714,23764,120,0,1330,1666,384680,39932,0,7032,0,24,4890474,3574,348,0,0,0,0,0,0,0,0,40666,108032,37072,0,0,95434,17738,71930820,7677884,0,0,0,0,3270410,2974.86,3474,798592,899454,786932,425418,1161916,788502,545964,156214,30894,222,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118080,39720.22,2975020,2975020,2966116,21546,694,51056,547860,2643048,1209600,77444,2,54,0,2206504.32,0,433652.16,0,0,0,0,0,118910,1108574,1204112,192586,14260,4414,192,78,88,2975020,5480,482,69798,187650,106440,1113978,1126390,32404,426,0,666,666,2190934,108328,0,19246,0,14,2230878,1974,188,0,0,0,0,0,0,0,0,21050,42396,16864,0,0,66198,11728,3087060,318360,0,0,0,0,9720260,1127.66,1238,458050,477620,309530,141210,261176,206044,214614,223590,348372,2842,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95920,38012.4,2887902,2887902,2876348,15688,7138,41052,459080,2588560,1209600,60968,0,128,0,2061350.4,0,523396.8,0,474,0,0,180,231844,981476,1023804,315418,31384,4418,36,62,68,2887902,7082,690,70696,237490,178530,1141234,935520,16946,372,0,308,478,1923626,217578,0,2230,0,0,2103386,2670,164,0,0,0,0,0,0,0,0,19952,25994,5090,0,0,75164,10882,738080,100444,0,0,0,0,311410,1400.92,1590,542196,438970,208896,96410,238486,286092,262810,185934,319518,9248,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204340,90420,40821.61,5201860,5201860,5170090,18229,56326,28320,351940,5008716,1209600,0,,,,2934964.8,0,2069111.04,0,0,0,0,0,44574,1249576,2595172,1017284,91788,9580,742,,0,5201860,7826,1048,102378,1611524,501098,2214934,553508,16106,294,0,,,,,,,,,,6952,90,0,0,0,0,0,0,0,0,41214,31594,6028,0,0,113980,18952,5803660,722300,0,0,0,0,821670,2218.04,2318,2117288,991882,500328,295582,577452,464014,45322,11320,5524,4,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217820,73060,1055799.26,74336372,74336372,74431444,460543,,,354240,69988842,1209600,,,,,63421738.56,0,6518277.12,0,0,0,0,748820,18222108,36446120,12908182,1406092,216860,40006,654,,,74336372,74166,15910,3609150,3272050,14485258,45262780,3162446,107076,6,0,,,,,,,,,,,,,,,,,,,,472264,,,,,,,,,,,,,,28487.16,38174,6985954,15237648,11981098,5734094,10120264,6719984,5086484,3244032,4729842,149442,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199800,60700,56930.47,4078758,4078758,4044070,24305,525894,40794,442600,3803016,1209600,0,,,,3518128.32,0,279899.52,,,0,0,836,249716,1911084,1459646,158514,19484,3634,102,,0,4078758,4116,530,127712,158888,669138,2677418,163056,2158,0,0,,,,,,,,,,1842,84,0,0,0,0,0,0,0,0,19922,70126,12702,0,0,132804,18032,12499080,1659952,0,0,0,0,1059360,,,301068,792188,651344,374502,948540,494152,171500,59910,9812,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22340,563.15,85662,85662,84442,213,18,8232,85080,59538,1209600,1138,2,16,0,29866.56,11864.64,16334.4,6,50,0,0,10874,15054,25008,5250,2904,338,0,0,2,6,85662,1150,28,514,4484,4162,22262,25822,988,18,0,54,4,31256,12134,0,2,0,0,31464,120,122,40,12270,0,0,0,0,0,0,586,114,24,24184,2612,536,120,133880,13372,83156,322,0,0,0,154.76,108,29966,4624,2524,1052,3918,5624,7722,3916,82,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640,37092.35,2436538,2436538,2436802,16533,1780,119176,10380,2247696,1209600,77626,2,50,0,2084491.2,0,160130.88,4,640,0,0,0,156022,951230,858092,261570,17484,3128,170,10,14,2436538,5038,486,59802,90182,73848,1520596,473902,23620,222,0,212,230,2055186,125484,0,12206,0,0,2102176,1594,360,0,0,0,0,0,0,0,0,19742,34890,15464,0,0,51522,11414,6943800,711854,234178,3240,0,0,871520,930.8,1156,179892,375314,332340,172496,318976,354066,268400,119134,124120,2958,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332017.29,,,,126442,,,,,,,,,,20044447.68,0,8549742.72,,,11238,526462,2948450,5434428,9008360,7830302,2550424,267502,21380,934,,,,14920,3018,3767238,2389012,1754404,18170380,2354164,146290,54,0,24208,41736,17719358,5255342,28,370160,0,0,18559896,,,,,,,,,,,,,,,,,,,,,,,,,,,8873654,5176514,3155032,1028708,2068696,2493182,1662714,4085846,55134,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234200,115880,59709.4,4390244,4390244,4390956,23625,4138,72570,756140,3956708,1209600,119836,0,80,0,3287600.64,0,665945.28,0,0,0,0,0,17318,1234470,2192434,488718,20858,2840,70,122,128,4390244,5316,536,106348,494410,208498,2144826,989922,6772,80,0,402,396,3276546,24910,0,8732,0,8,3316326,1980,136,0,0,0,0,0,0,0,0,23832,80260,13232,0,0,164676,28798,137280,27458,0,0,0,0,0,1053.8,1172,691106,736924,414792,217468,429834,339986,311628,237910,519250,57810,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14280,122.67,26844,26844,28280,71,0,2424,26360,15304,1209600,682,2,10,0,8204.16,0,6040.32,6,36,0,0,5216,8028,1194,770,10,0,0,0,12,32,26844,1136,14,42,212,1142,11972,694,6,0,0,40,74,9188,1388,0,50,0,0,9188,132,98,0,2,0,172,0,0,0,0,398,0,0,3014,1054,160,40,44140,4434,0,2,0,0,0,260.5,104,7212,3080,496,116,442,1258,668,1946,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65960,41027.64,3032158,3032158,3026762,17393,1804,56420,604400,2859732,1209600,79068,4,80,0,2468172.48,0,387402.24,0,0,0,0,74958,1171228,1270772,310758,24750,6216,1046,4,8,16,3032158,6222,668,72856,181216,135642,2022558,420680,19778,112,0,194,208,2414586,105848,0,7862,0,24,2496776,2668,222,0,0,0,0,0,0,0,0,18314,41334,17626,0,0,33940,5900,10561560,1069482,0,0,0,0,2402010,1356.26,1570,413370,544536,430288,225804,420610,421788,223448,99948,76740,3200,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236480,12100,324220.49,21961614,21961614,,93715,,,146640,,1209600,,,,,15783639.36,0,3697080.96,80,624,21238,141232,1843744,4645136,7256630,4303222,1142936,110948,7066,876,,,21961614,22450,2162,810570,1365970,947034,4660128,11449694,213948,1070,2,424,2236,13833270,8388414,266,11506,0,0,14472870,,,,,,,,,,,77320,,,,,,,,,,,,,,,6224,3777238,2055104,927828,465504,882134,912936,5168870,5127466,155000,948,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51680,899.54,125378,125378,121694,264,318,11848,124340,80170,1209600,2090,0,8,0,52502.4,0,26512.32,130,172,0,0,0,3340,60386,16004,282,26,6,0,2,12,125378,1356,32,2382,3662,2736,51500,16520,1810,46,0,18,260,54990,22232,0,2,0,0,55312,172,96,0,0,0,0,0,0,0,0,848,162,26,0,0,1226,308,1600,552,0,0,0,0,0,185.02,124,28446,9778,6702,3974,10452,14640,5602,448,2,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60660,337.59,108324,108324,108072,159,0,10374,107260,54248,1209600,1692,,,,25229.76,10165.44,17636.16,8,122,0,0,0,3418,34124,13994,2330,78,6,0,,20,108324,1354,60,1246,5092,4560,22608,17132,1890,8,0,,,,,,,,,,444,96,14780,11512,0,0,0,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,246.64,178,29400,9118,4708,2516,3840,1626,1212,1530,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25040,478.94,79008,79008,78080,163,134,7484,78360,52524,1209600,3182,2,10,0,37063.68,0,14403.84,0,44,0,0,8428,35096,7732,922,334,12,0,0,0,4,79008,1230,50,86,1584,1204,9472,31456,7364,78,0,156,148,33530,38,0,20,0,0,38404,208,76,0,0,0,0,0,0,0,0,650,80,18,69762,8122,1976,280,218800,22258,65638,580,0,0,0,145.56,144,16952,17710,6334,2086,3252,4362,1396,412,20,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126240,45240,240808.75,15105290,15105290,14992674,100881,37350,44102,563400,14190016,1209600,374380,0,508,0,12441135.36,38224.32,1700518.08,0,0,0,0,2554,929616,5618596,6146346,1404318,74564,13276,746,6592,6660,15105290,16670,2754,257522,1195766,521022,6375452,5742454,77824,552,0,1940,2888,12024402,187700,38,219724,0,0,12509794,11848,1144,0,0,40,38330,0,0,0,0,74362,208740,35448,0,0,363984,66210,1040760,270766,0,0,0,0,16762640,3726.56,5010,1819952,2142692,1500432,681064,1550376,1570800,1404842,1023030,2233292,263536,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29760,39446.08,2650416,2650416,2662662,17305,2278,20586,226860,2597726,1209600,69322,0,64,0,2210443.2,0,384635.52,30,194,0,0,0,16568,530326,1480546,524180,41382,4588,136,0,4,2650416,4292,380,25104,273680,92044,1346354,845220,10572,80,0,674,734,2144490,81748,0,472,0,0,2228432,1876,128,0,0,0,0,0,0,0,0,16130,36998,6086,0,0,77128,10724,171340,45494,0,0,0,0,38446310,902.18,842,401202,490782,313184,156408,294104,225410,216732,191276,296398,12230,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,14.2,12668,12668,13216,30,0,1102,12460,8134,1209600,486,6,0,0,3036.48,0,3762.24,,,0,0,0,542,6152,1094,322,24,0,0,0,4,12668,1500,14,32,270,386,2344,2856,728,4,0,8,94,2802,0,0,2,0,0,3570,40,28,0,0,0,0,0,0,0,0,174,0,0,0,0,64,24,40,4,13370,36,0,0,0,,,5402,2668,64,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271280,30885.41,2366100,2366100,2345608,14676,594,112976,1152700,2011314,1209600,64212,0,82,0,1863322.56,2.88,145471.68,0,0,0,0,0,167730,774584,931878,129654,6042,1390,36,8,26,2366100,2652,478,9130,75350,44682,1245388,596646,36700,288,0,344,658,1666664,83900,0,5564,0,58,1893780,1386,122,0,0,0,30,0,0,0,0,16038,25788,4906,0,0,55116,7208,803140,92170,45626,2438,0,0,369450,949.78,962,159392,413314,324028,165412,379468,377328,111128,60194,21050,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8440,6.22,16514,16514,20112,22,20,1600,16380,5420,1209600,202,2,12,0,1269.12,0,3155.52,0,8,0,0,2774,208,1524,886,0,0,0,0,0,2,16514,1028,8,12,2,2,996,2890,420,34,0,4,4,1414,80,0,0,0,0,1462,24,38,0,0,0,0,0,0,0,0,148,0,0,0,0,62,12,3020,300,5888,8,0,0,0,0.54,28,4292,978,78,44,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34280,29781.24,1750010,1750010,1733086,8461,34,51600,535400,1619436,1209600,35104,4,12,0,1461238.08,0,155736.96,14,394,0,3052,562838,817820,218906,12410,2134,566,72,0,18,24,1750010,2994,352,21948,65082,28910,1104972,373252,20120,168,0,72,204,1454150,351000,0,10,0,0,1462756,1386,98,0,0,0,0,0,0,0,0,8390,17262,2784,2541064,312872,38258,4872,8712580,872192,1606646,12698,0,0,0,8.3,1312,163650,167610,100686,54244,131786,184622,533812,271506,9870,12,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188640,47134.02,3301704,3301704,3301264,20007,1888,83082,874780,3088830,1209600,105614,2,102,0,2852053.44,0,234238.08,0,0,0,0,3008,386548,1016916,1335920,320802,21174,4126,316,0,4,3301704,5406,812,33558,129496,79374,1694586,1101978,43400,200,0,1092,978,2836438,58072,0,114902,0,52,2892362,2172,296,0,0,0,0,0,0,0,0,21676,61620,17964,0,0,74266,12522,11716460,1181674,0,0,0,0,307170,1383.22,1634,251554,641032,474318,242836,591444,677968,195348,7400,6610,300,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468820,189200,613566.74,45340264,45340264,45345626,214532,,,503120,42665230,1209600,,,,,33890232.96,867942.72,7884314.88,,,0,56918,2082372,11929102,16945394,9565400,1860850,208184,16640,370,,,45340264,43152,12050,7595870,3828806,10534156,19424972,1216882,9342,0,0,,,,,,,,,,,,,,,,,,,,304230,,,,,,,,,,,,,,,,9074250,7063000,4507518,1665376,2851718,2418354,3473466,11443192,168356,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57340,38306.77,2824900,2824900,2821776,14485,1842,33818,397460,2608612,1209600,85164,0,110,0,2193327.36,0,401111.04,0,618,0,0,0,90604,930076,1440304,131286,12960,3310,72,48,52,2824900,6814,546,14098,255838,112834,1283704,907546,26898,334,0,626,880,2152750,24752,78,19388,0,0,2232870,2090,288,0,0,0,0,0,0,0,0,20010,32034,7314,0,0,84226,20784,92520,15588,0,0,0,0,0,1377.5,1416,427614,425776,321404,167264,377328,364060,321424,169002,34668,72,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,12.63,21500,21500,22072,20,0,2044,21320,4328,1209600,256,2,2,0,1985.28,0,1472.64,0,22,0,0,0,0,2342,1268,672,0,0,0,0,8,21500,4230,0,0,2,0,2,48,0,0,0,60,30,2134,110,0,16,0,0,2158,36,28,0,0,0,0,0,0,0,0,142,0,0,1746,432,42,24,1980,208,21616,12,0,0,0,0.98,46,2398,1468,264,50,68,26,8,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195180,45120,59575.47,3911632,3911632,3918688,25493,4268,22994,274020,3725138,1209600,133440,2,48,0,3399850.56,0,321092.16,0,0,0,0,0,36784,1030296,2053772,566388,28164,7744,1990,4,8,3911632,7084,820,81070,178502,137932,2368698,927406,23394,232,0,414,180,2885968,214956,0,880,0,32,3428142,2596,242,0,0,0,0,0,0,0,0,27382,61840,22768,0,0,75414,12400,8767520,964660,0,0,0,0,810170,1571.74,1716,357828,761868,502142,222040,439876,461568,397674,245362,326402,10378,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170880,34187.11,2386828,2386828,2393746,16514,2328,114804,1172020,2279818,1209600,80194,2,34,0,2064026.88,0,213177.6,0,0,0,0,0,460,346500,1450644,455614,21160,5228,212,4,8,2386828,4330,404,53506,152136,97322,1728880,235594,7626,20,0,2442,1350,1960466,16808,0,5062,0,10,2085950,1706,200,0,0,0,0,0,0,0,0,13582,43722,11450,0,0,47770,9260,9305240,954846,0,0,0,0,4187110,880.18,984,229372,487104,266120,162308,461132,401384,175570,62058,34770,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200720,93180,61176.06,5430924,5430924,5409032,37748,1174,50760,579980,5239638,1209600,182692,2,128,0,4086262.08,0,1148976,0,0,0,0,0,796,406486,3131422,1633770,56786,9512,866,194,208,5430924,8176,1032,66278,417680,504530,3011380,1204656,25786,120,0,1308,1878,3866854,11626,0,10444,0,54,4145390,5228,654,0,0,0,0,0,0,0,0,38640,30122,11814,0,0,126196,19532,16484540,1815946,0,0,0,0,1176140,2330.54,2464,1189222,1379430,661836,305388,548870,442140,356808,174182,173874,7888,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207220,34101.93,3603698,3603698,3607488,19562,68158,113732,1176780,3458764,1209600,90074,0,236,0,2589965.76,59349.12,806888.64,0,0,0,0,1638,237452,752476,1071002,1233022,153546,9136,492,4,8,3603698,5726,832,265970,455234,297296,2056234,363490,13888,94,0,2086,828,519466,94618,0,2844,0,24,2630336,3810,636,0,0,490,59590,0,0,0,0,24568,14694,2816,0,0,90746,14056,9802000,1543440,0,0,0,0,4101980,1248.14,1548,893070,1201798,371914,152458,316314,216740,191594,68110,45850,916,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141520,40991.42,3277736,3277736,3272570,20361,5756,81788,849400,3006128,1209600,105306,4,122,0,2415702.72,0,588510.72,0,778,0,0,0,176970,501996,1283330,982042,54770,6762,258,14,26,3277736,3968,466,164180,277524,176306,1948036,420454,15060,134,0,1628,1186,2321424,19616,0,1228,0,12,2456564,2570,312,0,0,0,0,0,0,0,0,24196,34016,11800,0,0,95184,16132,7668900,837962,0,0,0,0,1704490,1180.94,1136,611662,559618,413018,195204,351908,276588,235412,174802,186662,1254,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148100,56300,80734.36,6480182,6480182,6492528,28875,226460,36826,419760,6255526,1209600,0,,,,4808291.52,0,1442880.96,0,0,0,0,126,964430,3009978,1848198,389756,32374,9804,860,,0,6480182,9540,1078,178128,795914,417474,2367674,2426270,59310,138,0,,,,,,,,,,5908,42,0,0,0,4,0,0,0,0,33448,78608,25238,0,0,156626,20340,39071040,4645664,0,0,0,0,79734350,2266.62,2416,1467990,1245350,670676,268144,548918,579082,787050,512714,175598,4,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58560,21095.72,1545464,1545464,1540420,7604,29492,30746,331160,1419164,1209600,0,,,,1233939.84,0,183420.48,0,138,0,7154,541756,794990,49606,17806,6436,1398,18,0,,692,1545464,3782,390,9308,140686,65088,450148,712974,36686,102,0,,,,,,,,,,1436,224,0,0,0,0,0,0,0,0,10624,9038,2124,3467518,584008,66604,8912,5205940,612734,67788,23194,0,0,1095740,893.2,848,197540,273676,179866,64724,144510,415104,17256,125046,1442,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193240,28740,59511.05,3831248,3831248,3827136,23689,8064,14744,193740,3638776,1209600,103656,0,74,0,3300012.48,0,336032.64,0,0,0,0,69372,890100,1716876,829192,116576,13540,3018,102,416,420,3831248,5420,870,119780,149116,149114,2602090,594244,18030,112,0,538,544,2656288,132192,0,5606,0,64,3318066,2924,100,0,0,0,0,0,0,0,0,23318,52608,8238,0,0,94424,14736,1925560,292476,0,0,0,0,467600,1472.02,1688,357672,607684,510062,270096,577434,478140,322866,183662,299684,31476,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207480,177580,101942.61,7201890,7201890,7187146,35957,622238,99430,1142180,6621276,1209600,176188,0,220,0,5486580.48,0,1055551.68,0,0,0,0,3430,469754,2325066,2643020,1122142,49978,7404,482,44,90,7201890,7564,912,94294,684918,280716,2485968,3036390,30154,360,0,1372,1828,4141308,178152,0,556,0,28,5566490,4752,928,0,0,0,0,0,0,0,0,44456,90744,18502,0,0,221266,48046,1670920,1567268,0,0,0,0,100816930,2597.98,2188,1104032,1040990,704452,417760,845700,689824,657612,523988,621178,15740,0,0
